Image,X_Ratio,Y_Ratio
05-15_00073_P0030852_weed7.png,0.6257581980160485,0.43846910474716205
05-15_00074_P0030950_weed2.png,0.5232240890944998,0.4703691484928462
05-15_00093_P0030852_weed10.png,0.483201225399835,0.5258120217592488
05-15_00093_P0030950_weed1.png,0.25863841779222096,0.4597263919213974
05-15_00094_P0030950_weed1.png,0.5232240890944998,0.4703691484928462
05-15_00098_P0030852_weed0.png,0.4700593873469587,0.6194526627218935
05-15_00114_P0030852_weed0.png,0.4176145649473753,0.5491746184174043
05-15_00124_P0030852_weed0.png,0.3600495044303116,0.6926757560019128
05-15_00125_P0030852_weed0.png,0.3600495044303116,0.6926757560019128
05-15_00132_P0030690_weed7.png,0.4755571943625041,0.7170394952474598
05-15_00153_P0030690_weed8.png,0.8728400735294117,0.20743872549019607
05-15_00205_P0030853_weed0.png,0.1954607046070461,0.6044823232323233
05-15_00206_P0030853_weed0.png,0.1954607046070461,0.6044823232323233
05-15_00213_P0030792_weed0.png,0.5532279500604108,0.44677356020942405
05-15_00222_P0030947_weed4.png,0.7241563256207608,0.5598933729248212
05-15_00239_P0030688_weed13.png,0.4840561018714068,0.4572689455187434
05-15_00242_P0030688_weed3.png,0.47267025089605735,0.4690300179211469
05-15_00246_P0030688_weed3.png,0.7507949125596185,0.5247104247104246
05-15_00260_P0030688_weed3.png,0.3646009371639269,0.2593443266588143
05-15_00262_P0030690_weed6.png,0.5436586428290553,0.568202027629072
05-26_00102_P0034280_weed2.png,0.424614854452079,0.5934311976724456
05-26_00140_P0034280_weed5.png,0.5780628904031799,0.5637964725924441
05-26_00166_P0034016_weed7.png,0.5862117743607465,0.4554436494708457
05-26_00178_P0034016_weed2.png,0.5631031220435194,0.5135268038151873
05-26_00178_P0034121_weed7.png,0.37898793538272785,0.4698674291979716
05-26_00221_P0034121_weed8.png,0.597326943756721,0.5669330032260484
05-26_00241_P0034016_weed5.png,0.5339508500137099,0.4891716189280969
06-05_00024_P0037822_weed5.png,0.4714109408447305,0.3754620384346939
06-05_00028_P0037822_weed8.png,0.5672938420045504,0.4219071677768509
06-05_00048_P0037822_weed9.png,0.5022671218987707,0.6001562109472631
06-05_00049_P0037822_weed0.png,0.5415017667844523,0.4765535083291267
06-05_00060_P0037991_weed4.png,0.5676684347983271,0.4215584952459694
06-05_00096_P0037991_weed0.png,0.5027063907328411,0.630794798625073
06-05_00111_P0037822_weed1.png,0.4649212460237254,0.4929032388822418
06-05_00115_P0038051_weed5.png,0.4418779045204901,0.49901742392236687
06-05_00216_P0038051_weed2.png,0.43516072545340834,0.37593414634146344
06-05_00218_P0038051_weed12.png,0.5763174293958389,0.5099893607179203
06-05_00223_P0038051_weed2.png,0.47114717910257686,0.5756921274748721
